Time (sec),RPM,Air Temp (F),Coolant Temp (F),TPS (%),MAP (psi),Battery Volt (V),Fuel Open Time (ms),Fuel Duty Cycle (%),Fuel Angle (deg),Digital Input #1,Digital Input #2,Digital Input #3,Digital Input #4,Digital Input #5,Digital Input #6,Digital Input #7,Digital Input #8, Oil PSI,Fuel PSI,Digital Output #1,Digital Output #2,Digital Output #3,Digital Output #4,Digital Output #5,Digital Output #6,Digital Output #7,Digital Output #8,Digital Output #9,Digital Output #10,Injector Over Current #1,Injector Over Current #2,Injector Over Current #3,Injector Over Current #4,Injector Over Current #5,Injector Over Current #6,Injector Over Current #7,Injector Over Current #8,Coil Over Current #1,Coil Over Current #2,Coil Over Current #3,Coil Over Current #4,Coil Over Current #5,Coil Over Current #6,Coil Over Current #7,Coil Over Current #8,System Temperature (F),Sensor Error,Open Time Clip,Charge Time Clip,Non Driven Wheel Speed #1 (MPH),Non Driven Wheel Speed #2 (MPH),Avg Non Driven Wheel Speed (MPH),Measured AFR #1,Measured AFR #2,Target AFR,Measured #1-Target (AFR),Measured #2-Target (AFR),Lambda/AFR Status,Lambda/AFR STF #1 (%),Lambda/AFR STF #2 (%),Lambda/AFR LTF (%),Fuel Status,Ignition Status,
0.108,2444,104.2,187.0,24.7,13.68,12.50,4.52,8.6,530.0,1,1,0,0,0,1,0,0,0.00,42.25,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,0,0,0.0,0.0,0.0,19.62,19.61,14.70,4.92,4.91,34824,100.0,100.0,100.0,0,0,
0.119,2713,104.2,187.0,24.8,13.62,12.50,4.47,9.1,530.0,1,1,0,0,0,1,0,0,0.00,42.19,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,0,0,0.0,0.0,0.0,19.70,19.70,14.70,5.00,5.00,34824,100.0,100.0,100.0,0,0,
0.128,2713,104.2,187.0,24.8,13.50,12.50,4.47,9.1,530.0,1,1,0,0,0,1,0,0,0.00,42.38,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,0,0,0.0,0.0,0.0,19.70,19.70,14.70,5.00,5.00,34824,100.0,100.0,100.0,0,0,
0.138,3082,104.2,187.0,24.8,13.41,12.50,4.48,10.1,530.0,1,1,0,0,0,1,0,0,0.00,42.38,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,0,0,0.0,0.0,0.0,19.62,19.62,14.70,4.92,4.92,34824,100.0,100.0,100.0,0,0,
0.150,3082,104.2,187.0,24.8,13.34,12.50,4.48,10.1,530.0,1,1,0,0,0,1,0,0,0.15,42.00,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,0,0,0.0,0.0,0.0,19.71,19.71,14.70,5.01,5.01,34824,100.0,100.0,100.0,0,0,
0.156,3329,104.2,187.0,24.8,13.31,12.60,4.46,11.5,530.0,1,1,0,0,0,1,0,0,0.34,42.13,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,0,0,0.0,0.0,0.0,19.62,19.64,14.70,4.92,4.94,34824,100.0,100.0,100.0,0,0,
0.170,3625,104.2,187.0,24.8,13.05,12.60,4.40,12.2,530.0,1,1,0,0,0,1,0,0,1.52,41.88,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,0,0,0.0,0.0,0.0,19.70,19.70,14.70,5.00,5.00,34824,100.0,100.0,100.0,0,0,
0.180,3625,104.2,187.0,24.8,13.01,12.60,4.40,12.2,530.0,1,1,0,0,0,1,0,0,2.38,41.88,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,0,0,0.0,0.0,0.0,19.71,19.73,14.70,5.01,5.03,34824,100.0,100.0,100.0,0,0,
0.190,3931,104.2,187.0,24.4,12.66,12.60,4.28,12.9,530.0,1,1,0,0,0,1,0,0,3.55,41.50,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,0,0,0.0,0.0,0.0,19.61,19.61,14.70,4.91,4.91,34824,100.0,100.0,100.0,0,0,
0.200,4263,104.2,187.0,23.4,12.58,12.60,4.12,13.5,530.0,1,1,0,0,0,1,0,0,5.07,41.13,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,0,0,0.0,0.0,0.0,19.71,19.71,14.70,5.01,5.01,34826,100.0,100.0,100.0,0,0,
0.210,4589,104.2,187.0,21.9,12.22,12.70,4.10,14.6,530.0,1,1,0,0,0,1,0,0,6.84,40.88,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,0,0,0.0,0.0,0.0,19.65,19.65,14.70,4.95,4.95,34826,100.0,100.0,100.0,0,0,
0.219,4589,104.2,187.0,20.3,12.02,12.70,4.10,14.6,530.0,1,1,0,0,0,1,0,0,9.25,40.94,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,0,0,0.0,0.0,0.0,19.67,19.67,14.70,4.97,4.97,34826,100.0,100.0,100.0,0,0,
0.229,4896,104.2,187.0,19.1,11.74,12.70,3.87,14.8,530.0,1,1,0,0,0,1,0,0,11.95,40.88,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,0,0,0.0,0.0,0.0,19.57,19.68,14.70,4.87,4.98,34826,100.0,100.0,100.0,0,0,
0.240,5183,104.2,187.0,18.1,11.48,12.70,3.76,15.3,530.0,1,1,0,0,0,1,0,0,15.13,40.25,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,0,0,0.0,0.0,0.0,18.17,18.70,14.51,3.66,4.19,34826,100.0,100.0,100.0,0,0,
0.250,5408,104.2,187.0,17.4,11.49,12.90,3.73,16.1,530.0,1,1,0,0,0,1,0,0,18.30,40.25,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,0,0,0.0,0.0,0.0,16.30,16.73,13.60,2.70,3.13,34826,100.0,100.0,100.0,0,0,
0.260,5558,104.2,187.0,17.1,11.20,13.00,3.83,17.3,530.0,1,1,0,0,0,1,0,0,22.63,39.31,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,0,0,0.0,0.0,0.0,14.99,15.39,12.89,2.10,2.50,34824,100.0,100.0,100.0,0,0,
0.270,5713,104.2,187.0,16.8,11.02,13.00,3.86,17.9,530.0,1,1,0,0,0,1,0,0,25.88,39.00,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,0,0,0.0,0.0,0.0,14.29,14.77,12.79,1.50,1.98,34824,100.0,100.0,99.9,0,0,
0.280,5825,104.2,187.0,16.4,11.05,13.00,3.97,18.9,530.0,1,1,0,0,0,1,0,0,28.52,39.50,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,0,0,0.0,0.0,0.0,13.91,14.35,12.79,1.12,1.56,34824,100.0,100.0,99.6,0,0,
0.290,5942,104.2,187.0,16.0,10.67,13.10,4.00,19.4,530.0,1,1,0,0,0,1,0,0,31.30,39.13,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,0,0,0.0,0.0,0.0,13.57,14.10,12.79,0.78,1.31,34824,100.0,100.0,99.4,0,0,
0.300,6000,104.2,187.0,15.7,10.90,13.10,3.89,19.3,530.0,1,1,0,0,0,1,0,0,33.67,39.38,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,0,0,0.0,0.0,0.0,13.41,14.11,12.79,0.62,1.32,34824,100.0,100.0,99.7,0,0,
0.310,6001,104.2,187.0,15.4,10.49,13.10,4.06,20.3,530.0,1,1,0,0,0,1,0,0,37.30,38.69,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,0,0,0.0,0.0,0.0,13.33,14.05,12.79,0.54,1.26,34824,100.0,100.0,99.3,0,0,
0.318,5972,104.2,187.0,15.2,10.66,13.10,3.81,19.1,530.0,1,1,0,0,0,1,0,0,39.05,38.88,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,0,0,0.0,0.0,0.0,13.20,13.94,12.79,0.41,1.15,34824,100.0,100.0,99.8,0,0,
0.328,5947,104.2,187.0,15.2,10.40,13.10,3.89,19.4,530.0,1,1,0,0,0,1,0,0,39.70,39.31,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,0,0,0.0,0.0,0.0,13.20,14.16,12.79,0.41,1.37,34824,100.0,100.0,99.7,0,0,
0.337,5949,104.2,187.0,15.1,10.56,13.10,3.76,18.6,530.0,1,1,0,0,0,1,0,0,39.97,39.69,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,0,0,0.0,0.0,0.0,13.19,14.24,12.79,0.40,1.46,34824,100.0,100.0,99.8,0,0,
0.347,5915,104.2,187.0,15.1,10.31,13.10,3.83,19.0,530.0,1,1,0,0,0,1,0,0,41.34,39.06,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,0,0,0.0,0.0,0.0,13.24,14.24,12.79,0.46,1.46,34824,100.0,100.0,99.9,0,0,
0.357,5883,104.2,187.0,15.0,10.37,13.10,3.72,18.3,530.0,1,1,0,0,0,1,0,0,40.97,39.25,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,0,0,0.0,0.0,0.0,13.27,14.45,12.79,0.49,1.66,34824,100.0,100.0,99.8,0,0,
0.367,5903,104.2,187.0,15.0,10.32,13.10,3.71,18.2,530.0,1,1,0,0,0,1,0,0,41.63,39.31,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,0,0,0.0,0.0,0.0,13.22,14.64,12.79,0.43,1.85,34824,100.0,100.0,99.8,0,0,
0.377,5900,104.2,187.0,15.0,10.33,13.10,3.71,18.3,530.0,1,1,0,0,0,1,0,0,41.50,39.25,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,0,0,0.0,0.0,0.0,13.29,14.70,12.79,0.50,1.91,34824,100.0,100.0,99.8,0,0,
0.387,5891,104.2,187.0,15.0,10.25,13.10,3.71,18.2,530.0,1,1,0,0,0,1,0,0,41.80,39.25,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,0,0,0.0,0.0,0.0,13.26,14.64,12.79,0.47,1.85,34824,100.0,100.0,99.8,0,0,
0.397,5886,104.2,187.0,14.9,10.35,13.10,3.68,18.1,530.0,1,1,0,0,0,1,0,0,41.95,39.19,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,0,0,0.0,0.0,0.0,13.24,14.66,12.79,0.46,1.87,34824,100.0,100.0,99.8,0,0,
0.407,5904,104.2,187.0,15.0,10.22,13.10,3.71,18.2,530.0,1,1,0,0,0,1,0,0,42.30,39.13,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,0,0,0.0,0.0,0.0,13.32,14.49,12.79,0.53,1.71,34824,100.0,100.0,99.8,0,0,
0.417,5886,104.2,187.0,14.9,10.21,13.10,3.68,18.1,530.0,1,1,0,0,0,1,0,0,42.50,38.56,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,0,0,0.0,0.0,0.0,13.29,14.20,12.79,0.50,1.41,34824,100.0,100.0,99.7,0,0,
0.427,5861,104.2,187.0,15.0,10.25,13.10,3.67,18.0,530.0,1,1,0,0,0,1,0,0,41.63,38.81,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,0,0,0.0,0.0,0.0,13.39,14.23,12.79,0.60,1.44,34824,100.0,100.0,99.8,0,0,
0.439,5847,104.2,187.0,14.9,9.99,13.10,3.66,17.9,530.0,1,1,0,0,0,1,0,0,41.92,38.75,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,0,0,0.0,0.0,0.0,13.49,14.29,12.79,0.71,1.50,34824,100.0,100.0,99.8,0,0,
0.449,5847,104.2,187.0,15.0,10.22,13.10,3.56,17.3,530.0,1,1,0,0,0,1,0,0,42.13,39.00,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,0,0,0.0,0.0,0.0,13.58,14.30,12.79,0.79,1.51,34824,100.0,100.0,99.9,0,0,
0.457,5847,104.2,187.0,14.9,10.24,13.10,3.56,17.3,530.0,1,1,0,0,0,1,0,0,42.22,38.81,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,0,0,0.0,0.0,0.0,13.72,14.49,12.79,0.93,1.71,34824,100.0,100.0,99.9,0,0,
0.467,5822,104.2,187.0,15.0,10.13,13.10,3.65,17.8,530.0,1,1,0,0,0,1,0,0,41.95,39.44,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,0,0,0.0,0.0,0.0,13.73,14.52,12.79,0.94,1.73,34824,100.0,100.0,99.8,0,0,
0.477,5796,104.2,187.0,14.9,10.10,13.10,3.59,17.4,530.0,1,1,0,0,0,1,0,0,42.55,39.13,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,0,0,0.0,0.0,0.0,13.91,14.55,12.79,1.12,1.76,34824,100.0,100.0,99.8,0,0,
0.487,5772,104.2,187.0,14.9,10.17,13.10,3.55,17.1,530.0,1,1,0,0,0,1,0,0,42.09,39.75,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,0,0,0.0,0.0,0.0,13.97,14.61,12.79,1.18,1.82,34824,100.0,100.0,99.8,0,0,
0.497,5799,104.2,187.0,14.7,10.29,13.10,3.56,17.1,530.0,1,1,0,0,0,1,0,0,43.15,39.31,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,0,0,0.0,0.0,0.0,13.98,14.69,12.79,1.19,1.90,34824,100.0,100.0,99.8,0,0,
0.507,5782,104.2,187.0,14.5,10.14,13.10,3.63,17.5,530.0,1,1,0,0,0,1,0,0,41.82,39.25,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,0,0,0.0,0.0,0.0,14.13,14.66,12.79,1.34,1.87,34824,100.0,100.0,99.8,0,0,
0.519,5763,104.2,187.0,14.3,10.13,13.10,3.56,17.2,530.0,1,1,0,0,0,1,0,0,42.02,38.50,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,0,0,0.0,0.0,0.0,14.07,14.49,12.79,1.28,1.71,34824,100.0,100.0,99.8,0,0,
0.529,5761,104.2,187.0,14.1,10.17,13.10,3.54,17.0,530.0,1,1,0,0,0,1,0,0,41.42,38.13,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,0,0,0.0,0.0,0.0,14.20,14.61,12.79,1.41,1.82,34824,100.0,100.0,99.8,0,0,
0.539,5805,104.2,187.0,14.0,10.13,13.10,3.55,17.0,530.0,1,1,0,0,0,1,0,0,41.45,38.31,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,0,0,0.0,0.0,0.0,14.24,14.48,12.79,1.46,1.69,34824,100.0,100.0,99.8,0,0,
0.549,5819,104.2,187.0,14.0,10.11,13.10,3.57,17.3,530.0,1,1,0,0,0,1,0,0,42.05,38.13,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,0,0,0.0,0.0,0.0,14.24,14.24,12.79,1.46,1.46,34824,100.0,100.0,99.8,0,0,
0.560,5761,104.2,187.0,13.9,10.02,13.10,3.58,17.4,530.0,1,1,0,0,0,1,0,0,42.38,38.13,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,0,0,0.0,0.0,0.0,14.35,14.33,12.79,1.56,1.54,34824,100.0,100.0,99.8,0,0,
0.570,5741,104.2,187.0,13.8,10.04,13.10,3.48,16.7,530.0,1,1,0,0,0,1,0,0,41.27,37.81,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,0,0,0.0,0.0,0.0,14.35,14.26,12.79,1.56,1.47,34824,100.0,100.0,99.8,0,0,
0.580,5777,104.2,187.0,13.5,9.87,13.10,3.47,16.6,530.0,1,1,0,0,0,1,0,0,42.42,38.56,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,0,0,0.0,0.0,0.0,14.48,14.24,12.79,1.69,1.46,34824,100.0,100.0,99.8,0,0,
0.590,5738,104.2,187.0,13.2,9.95,13.10,3.48,16.8,530.0,1,1,0,0,0,1,0,0,41.63,38.81,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,0,0,0.0,0.0,0.0,14.51,14.29,12.79,1.72,1.50,34824,100.0,100.0,99.9,0,0,
0.600,5709,104.2,187.0,13.0,10.07,13.10,3.46,16.5,530.0,1,1,0,0,0,1,0,0,41.57,39.19,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,0,0,0.0,0.0,0.0,14.48,14.24,12.79,1.69,1.46,34824,100.0,100.0,100.0,0,0,
0.610,5741,104.2,187.0,12.7,9.89,13.10,3.46,16.5,530.0,1,1,0,0,0,1,0,0,41.77,39.00,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,0,0,0.0,0.0,0.0,14.66,14.23,12.79,1.87,1.44,34824,100.0,100.0,99.9,0,0,
0.620,5769,104.2,187.0,12.6,10.03,13.20,3.44,16.5,530.0,1,1,0,0,0,1,0,0,41.50,38.50,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,0,0,0.0,0.0,0.0,14.63,14.11,12.79,1.84,1.32,34824,100.0,100.0,99.9,0,0,
0.630,5731,104.2,187.0,12.5,9.88,13.10,3.50,16.8,530.0,1,1,0,0,0,1,0,0,42.05,38.25,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,0,0,0.0,0.0,0.0,14.69,14.21,12.79,1.90,1.43,34824,100.0,100.0,99.8,0,0,
0.637,5696,104.2,187.0,12.4,9.77,13.10,3.44,16.4,530.0,1,1,0,0,0,1,0,0,41.02,37.81,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,0,0,0.0,0.0,0.0,14.71,14.20,12.79,1.93,1.41,34824,100.0,100.0,100.0,0,0,
0.647,5684,104.2,187.0,12.3,9.92,13.10,3.38,16.0,530.0,1,1,0,0,0,1,0,0,41.30,38.31,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,0,0,0.0,0.0,0.0,14.58,13.98,12.79,1.79,1.19,34824,100.0,100.0,100.0,0,0,
0.657,5660,104.2,187.0,12.3,9.67,13.10,3.39,16.1,530.0,1,1,0,0,0,1,0,0,40.70,38.75,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,0,0,0.0,0.0,0.0,14.63,14.08,12.79,1.84,1.29,34824,100.0,100.0,100.0,0,0,
0.667,5617,104.2,187.0,12.3,9.70,13.20,3.32,15.7,530.0,1,1,0,0,0,1,0,0,40.84,39.00,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,0,0,0.0,0.0,0.0,14.49,13.95,12.79,1.71,1.16,34824,100.0,100.0,100.0,0,0,
0.677,5635,104.2,187.0,12.3,9.72,13.10,3.27,15.3,530.0,1,1,0,0,0,1,0,0,40.22,38.00,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,0,0,0.0,0.0,0.0,14.48,13.89,12.79,1.69,1.10,34824,100.0,100.0,100.0,0,0,
0.687,5635,104.2,187.0,12.3,9.59,13.10,3.27,15.3,530.0,1,1,0,0,0,1,0,0,40.80,37.50,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,0,0,0.0,0.0,0.0,14.49,14.02,12.79,1.71,1.23,34824,100.0,100.0,100.0,0,0,
0.697,5661,104.2,187.0,12.3,9.58,13.20,3.27,15.4,530.0,1,1,0,0,0,1,0,0,39.80,38.88,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,0,0,0.0,0.0,0.0,14.35,13.98,12.79,1.56,1.19,34824,100.0,100.0,100.0,0,0,
0.707,5642,104.2,187.0,12.3,9.61,13.10,3.30,15.6,530.0,1,1,0,0,0,1,0,0,40.09,38.75,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,0,0,0.0,0.0,0.0,14.52,14.10,12.79,1.73,1.31,34824,100.0,100.0,100.0,0,0,
0.717,5629,104.2,187.0,11.9,9.57,13.20,3.28,15.4,530.0,1,1,0,0,0,1,0,0,39.65,38.44,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,0,0,0.0,0.0,0.0,14.44,14.08,12.79,1.65,1.29,34824,100.0,100.0,100.0,0,0,
0.727,5671,104.2,187.0,10.9,9.60,13.10,3.26,15.3,530.0,1,1,0,0,0,1,0,0,40.40,37.25,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,0,0,0.0,0.0,0.0,14.41,14.17,12.79,1.62,1.38,34826,100.0,100.0,100.0,0,0,
0.737,5672,104.2,187.0,9.3,9.49,13.10,3.32,15.7,530.0,1,1,0,0,0,1,0,0,40.25,37.56,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,0,0,0.0,0.0,0.0,14.51,14.21,12.79,1.72,1.43,34826,100.0,100.0,100.0,0,0,
0.747,5654,104.2,187.0,7.9,9.31,13.10,3.32,15.7,530.0,1,1,0,0,0,1,0,0,40.02,38.25,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,0,0,0.0,0.0,0.0,14.35,14.02,12.79,1.56,1.23,34826,100.0,100.0,100.0,0,0,
0.759,5663,104.2,187.0,7.0,9.23,13.10,3.56,16.8,530.0,1,1,0,0,0,1,0,0,39.84,38.31,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,0,0,0.0,0.0,0.0,14.41,14.17,12.79,1.62,1.38,34826,100.0,100.0,100.0,0,0,
0.769,5687,104.2,187.0,6.5,9.02,13.20,3.71,17.5,530.0,1,1,0,0,0,1,0,0,40.02,38.13,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,0,0,0.0,0.0,0.0,14.36,14.10,12.79,1.57,1.31,34826,100.0,100.0,100.0,0,0,
0.779,5641,104.2,187.0,6.2,8.98,13.10,4.18,19.8,530.0,1,1,0,0,0,1,0,0,41.00,37.25,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,0,0,0.0,0.0,0.0,14.32,13.98,12.79,1.53,1.19,34824,100.0,100.0,100.0,0,0,
0.789,5592,104.2,187.0,6.2,8.97,13.10,3.97,18.7,530.0,1,1,0,0,0,1,0,0,40.15,37.19,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,0,0,0.0,0.0,0.0,14.44,14.14,12.79,1.65,1.35,34824,100.0,100.0,100.0,0,0,
0.800,5535,104.2,187.0,6.1,8.84,13.10,3.71,17.3,530.0,1,1,0,0,0,1,0,0,40.34,37.50,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,0,0,0.0,0.0,0.0,14.33,14.07,12.79,1.54,1.28,34824,100.0,100.0,100.0,0,0,
0.810,5475,104.2,187.0,6.1,8.74,13.10,3.73,17.2,530.0,1,1,0,0,0,1,0,0,39.17,37.13,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,0,0,0.0,0.0,0.0,14.51,14.13,12.79,1.72,1.34,34824,100.0,100.0,100.0,0,0,
0.820,5393,104.2,187.0,6.0,8.80,13.10,3.78,17.2,530.0,1,1,0,0,0,1,0,0,39.13,37.25,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,0,0,0.0,0.0,0.0,14.52,14.13,12.79,1.73,1.34,34824,100.0,100.0,100.0,0,0,
0.830,5312,104.2,187.0,6.0,8.56,13.10,3.36,15.1,530.0,1,1,0,0,0,1,0,0,38.20,37.19,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,0,0,0.0,0.0,0.0,14.52,14.13,12.94,1.59,1.19,34824,100.0,100.0,100.0,0,0,
0.840,5228,104.2,187.0,6.0,8.58,13.10,3.85,17.0,530.0,1,1,0,0,0,1,0,0,37.57,37.44,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,0,0,0.0,0.0,0.0,14.73,14.16,13.20,1.53,0.96,34824,100.0,100.0,100.0,0,0,
0.849,5228,104.2,187.0,6.0,8.61,13.10,3.85,17.0,530.0,1,1,0,0,0,1,0,0,36.17,37.13,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,0,0,0.0,0.0,0.0,14.67,13.95,13.20,1.47,0.75,34824,100.0,100.0,100.0,0,0,
0.859,5147,104.2,187.0,6.0,8.51,13.10,3.45,15.0,530.0,1,1,0,0,0,1,0,0,35.65,36.75,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,0,0,0.0,0.0,0.0,14.71,13.98,13.47,1.25,0.51,34824,100.0,100.0,100.0,0,0,
